time,Vin,Vout
0.00271,-0.00976,0.2829999999999999
0.00273,-0.00995,0.2829999999999999
0.00275,-0.01,0.29300000000000015
0.00277,-0.00993,0.2829999999999999
0.00279,-0.00972,0.2829999999999999
0.00281,-0.00936,0.27300000000000013
0.00283,-0.00886,0.2530000000000001
0.00285,-0.00822,0.24299999999999988
0.00287,-0.00746,0.21300000000000008
0.00289,-0.00659,0.19300000000000006
0.0029,-0.00562,0.16300000000000026
0.00292,-0.00457,0.133
0.00294,-0.00344,0.1030000000000002
0.00296,-0.00227,0.06300000000000017
0.00302,0.00139,-0.03699999999999992
0.00304,0.00259,-0.07699999999999996
0.00306,0.00375,-0.11699999999999999
0.00308,0.00486,-0.1469999999999998
0.0031,0.00589,-0.17700000000000005
0.00312,0.00684,-0.20699999999999985
0.00314,0.00768,-0.2370000000000001
0.00316,0.00841,-0.2570000000000001
0.00318,0.00901,-0.27700000000000014
0.0032,0.00947,-0.2869999999999999
0.00322,0.00979,-0.29700000000000015
0.00324,0.00997,-0.30699999999999994
0.00326,0.00999,-0.30699999999999994
0.00328,0.00987,-0.29700000000000015
0.0033,0.0096,-0.29700000000000015
0.00331,0.00918,-0.27700000000000014
0.00333,0.00863,-0.2669999999999999
